Timestamp,Count
115892,0
115900,0
115908,-1
115915,-2
115923,-1
115931,-22
115939,7
115947,22
115955,-106
115962,-8
115970,-229
115978,-205
115986,154
115994,-1245
116001,260
116009,3939
116017,-1116
116025,-8598
116033,3991
116040,44265
116048,89059
116056,109180
116064,103191
116072,92946
116080,92489
116087,93419
116095,89890
116103,87427
116111,85611
116119,83167
116126,81183
116134,79098
116142,77086
116150,75225
116158,73338
116165,71511
116173,69742
116181,68014
116189,66323
116197,64672
116205,63061
116212,61495
116220,59968
116228,58479
116236,57022
116244,55600
116251,54216
116259,52867
116267,51555
116275,50277
116283,49028
116290,47806
116298,46613
116306,45454
116314,44324
116322,43221
116330,42146
116337,41097
116345,40077
116353,39081
116361,38107
116369,37159
116376,36239
116384,35342
116392,34460
116400,33599
116408,32763
116415,31948
116423,31154
116431,30380
116439,29628
116447,28893
116455,28173
116462,27470
116470,26782
116478,26115
116486,25465
116494,24830
116501,24210
116509,23605
116517,23016
116525,22445
116533,21890
116540,21346
116548,20812
116556,20290
116564,19785
116572,19290
116580,18808
116587,18340
116595,17885
116603,17441
116611,17007
116619,16583
116626,16169
116634,15765
116642,15369
116650,14982
116658,14609
116665,14248
116673,13894
116681,13548
116689,13207
116697,12871
116705,12549
116712,12235
116720,11931
116728,11631
116736,11337
116744,11050
116751,10773
116759,10504
116767,10240
116775,9980
116783,9731
116790,9485
116798,9246
116806,9013
116814,8789
116822,8569
116830,8353
116837,8138
116845,7933
116853,7732
116861,7540
116869,7352
116876,7165
116884,6982
116892,6805
116900,6634
116908,6468
116915,6303
116923,6139
116931,5979
116939,5825
116947,5676
116955,5533
116962,5390
116970,5251
116978,5115
116986,4988
116994,4860
117001,4733
117009,4610
117017,4491
117025,4374
117033,4261
117040,4152
117048,4041
117056,3927
117064,3819
117072,3717
117080,3622
117087,3527
117095,3434
117103,3339
117111,3249
117119,3160
117126,3074
117134,2991
117142,2909
117150,2821
117158,2740
117165,2660
117173,2587
117181,2509
117189,2429
117197,2339
117205,2251
117212,2158
117220,2071
117228,1987
117236,1901
117244,1815
117251,1725
117259,1643
117267,1560
117275,1473
117283,1387
117290,1294
117298,1203
117306,1109
117314,979
117322,839
117330,735
117337,578
117345,130
117353,-788
117361,-2079
117369,-3464
117376,-4749
117384,-5945
117392,-7104
117400,-8222
117408,-9292
117415,-10320
117423,-11303
117431,-12242
117439,-13144
117447,-14000
117455,-14817
117462,-15597
117470,-16352
117478,-17075
117486,-17763
117494,-18413
117501,-19033
117509,-19627
117517,-20198
117525,-20740
117533,-21265
117540,-21756
117548,-22208
117556,-22622
117564,-23018
117572,-23404
117580,-23777
117587,-24110
117595,-24413
117603,-24711
117611,-25003
117619,-25274
117626,-25519
117634,-25727
117642,-25914
117650,-26092
117658,-26280
117665,-26478
117673,-26683
117681,-26800
117689,-26805
117697,-26781
117705,-26827
117712,-26957
117720,-27113
117728,-27221
117736,-27286
117744,-27338
117751,-27387
117759,-27415
117767,-27437
117775,-27444
117783,-27436
117790,-27432
117798,-27425
117806,-27351
117814,-27208
117822,-27260
117830,-27557
117837,-27224
117845,-25658
117853,-24004
117861,-24082
117869,-25960
117876,-27729
117884,-27897
117892,-26988
117900,-26375
117908,-26339
117915,-26319
117923,-26138
117931,-25953
117939,-25781
117947,-25620
117955,-25461
117962,-25289
117970,-25122
117978,-24961
117986,-24785
117994,-24601
118001,-24413
118009,-24215
118017,-24004
118025,-23793
118033,-23594
118040,-23397
118048,-23195
118056,-22978
118064,-22747
118072,-22515
118080,-22296
118087,-22085
118095,-21875
118103,-21660
118111,-21442
118119,-21240
118126,-21077
118134,-20970
118142,-20936
118150,-20948
118158,-20957
118165,-20939
118173,-20901
118181,-20834
118189,-20727
118197,-20583
118205,-20421
118212,-20250
118220,-20073
118228,-19877
118236,-19679
118244,-19494
118251,-19316
118259,-19129
118267,-18937
118275,-18765
118283,-18607
118290,-18438
118298,-18247
118306,-18054
118314,-17883
118322,-17725
118330,-17551
118337,-17366
118345,-17189
118353,-17027
118361,-16858
118369,-16685
118376,-16512
118384,-16341
118392,-16164
118400,-15985
118408,-15810
118415,-15639
118423,-15481
118431,-15322
118439,-15160
118447,-14987
118455,-14826
118462,-14688
118470,-14549
118478,-14352
118486,-14082
118494,-13822
118501,-13639
118509,-13535
118517,-13451
118525,-13347
118533,-13223
118540,-13097
118548,-12970
118556,-12850
118564,-12725
118572,-12586
118580,-12437
118587,-12283
118595,-12129
118603,-11919
118611,-11776
118619,-11959
118626,-11995
118634,-10887
118642,-8959
118650,-8060
118658,-9269
118665,-11363
118673,-12275
118681,-11610
118689,-10686
118697,-10426
118705,-10459
118712,-10336
118720,-10168
118728,-10021
118736,-9873
118744,-9730
118751,-9579
118759,-9431
118767,-9298
118775,-9162
118783,-9008
118790,-8852
118798,-8703
118806,-8570
118814,-8441
118822,-8300
118830,-8148
118837,-7995
118845,-7836
118853,-7676
118861,-7526
118869,-7394
118876,-7254
118884,-7105
118892,-6959
118900,-6831
118908,-6727
118915,-6658
118923,-6627
118931,-6660
118939,-6753
118947,-6864
118955,-6963
118962,-7028
118970,-7060
118978,-7060
118986,-7025
118994,-6957
119001,-6887
119009,-6818
119017,-6736
119025,-6639
119033,-6557
119040,-6487
119048,-6425
119056,-6346
119064,-6249
119072,-6154
119080,-6074
119087,-6007
119095,-5944
119103,-5878
119111,-5813
119119,-5749
119126,-5674
119134,-5598
119142,-5531
119150,-5475
119158,-5397
119165,-5309
119173,-5238
119181,-5189
119189,-5136
119197,-5063
119205,-4987
119212,-4926
119220,-4871
119228,-4803
119236,-4730
119244,-4661
119251,-4600
119259,-4548
119267,-4506
119275,-4433
119283,-4299
119290,-4141
119298,-4038
119306,-4010
119314,-4021
119322,-4011
119330,-3987
119337,-3973
119345,-3953
119353,-3916
119361,-3867
119369,-3822
119376,-3780
119384,-3742
119392,-3692
119400,-3591
119408,-3478
119415,-3634
119423,-3901
119431,-3310
119439,-1610
119447,-276
119455,-885
119462,-2952
119470,-4436
119478,-4281
119486,-3400
119494,-3028
119501,-3133
119509,-3136
119517,-3024
119525,-2941
119533,-2886
119540,-2828
119548,-2759
119556,-2686
119564,-2626
119572,-2564
119580,-2508
119587,-2444
119595,-2365
119603,-2283
119611,-2211
119619,-2149
119626,-2082
119634,-1991
119642,-1902
119650,-1823
119658,-1733
119665,-1638
119673,-1549
119681,-1475
119689,-1407
119697,-1344
119705,-1289
119712,-1260
119720,-1269
119728,-1345
119736,-1497
119744,-1681
119751,-1849
119759,-1979
119767,-2075
119775,-2144
119783,-2180
119790,-2202
119798,-2209
119806,-2194
119814,-2152
119822,-2122
119830,-2114
119837,-2100
119845,-2061
119853,-1997
119861,-1954
119869,-1951
119876,-1946
119884,-1917
119892,-1872
119900,-1840
119908,-1833
119915,-1825
119923,-1801
119931,-1779
119939,-1770
119947,-1754
119955,-1727
119962,-1700
119970,-1682
119978,-1673
119986,-1654
119994,-1626
120001,-1601
120009,-1572
120017,-1539
120025,-1513
120033,-1495
120040,-1490
120048,-1496
120056,-1492
120064,-1428
120072,-1307
120080,-1195
120087,-1153
120095,-1178
120103,-1217
120111,-1245
120119,-1264
120126,-1278
120134,-1282
120142,-1271
120150,-1248
120158,-1222
120165,-1211
120173,-1203
120181,-1161
120189,-1048
120197,-1104
120205,-1460
120212,-1298
120220,136
120228,1837
120236,1902
120244,7
120251,-1995
120259,-2392
120267,-1546
120275,-913
120283,-950
120290,-1063
120298,-1002
120306,-933
120314,-880
120322,-841
120330,-807
120337,-765
120345,-726
120353,-678
120361,-628
120369,-582
120376,-540
120384,-484
120392,-409
120400,-331
120408,-268
120415,-222
120423,-165
120431,-86
120439,-8
120447,57
120455,109
120462,166
120470,225
120478,284
120486,330
120494,355
120501,338
120509,251
120517,92
120525,-109
120533,-307
120540,-471
120548,-595
120556,-683
120564,-745
120572,-779
120580,-793
120587,-792
120595,-783
120603,-768
120611,-755
120619,-746
120626,-736
120634,-718
120642,-699
120650,-684
120658,-680
120665,-671
120673,-649
120681,-632
120689,-643
120697,-660
120705,-663
120712,-648
120720,-628
120728,-614
120736,-605
120744,-593
120751,-586
120759,-575
120767,-553
120775,-528
120783,-517
120790,-510
120798,-499
120806,-489
120814,-489
120822,-485
120830,-484
120837,-494
120845,-507
120853,-464
120861,-346
120869,-215
120876,-168
120884,-206
120892,-264
120900,-295
120908,-317
120915,-338
120923,-341
120931,-341
120939,-345
120947,-353
120955,-348
120962,-336
120970,-306
120978,-212
120986,-233
120994,-578
121001,-572
121009,680
121017,2481
121025,2885
121033,1182
121040,-991
121048,-1707
121056,-999
121064,-300
121072,-275
121080,-406
121087,-370
121095,-310
121103,-280
121111,-241
121119,-191
121126,-146
121134,-124
121142,-105
121150,-71
121158,-11
121165,49
121173,76
121181,89
121189,129
121197,210
121205,288
121212,330
121220,351
121228,401
121236,486
121244,568
121251,617
121259,653
121267,690
121275,730
121283,755
121290,747
121298,675
121306,522
121314,304
121322,78
121330,-106
121337,-229
121345,-315
121353,-380
121361,-424
121369,-447
121376,-463
121384,-465
121392,-451
121400,-420
121408,-392
121415,-389
121423,-402
121431,-403
121439,-393
121447,-392
121455,-394
121462,-400
121470,-407
121478,-397
121486,-367
121494,-334
121501,-323
121509,-334
121517,-346
121525,-332
121533,-308
121540,-316
121548,-349
121556,-371
121564,-379
121572,-374
121580,-376
121587,-377
121595,-391
121603,-401
121611,-418
121619,-425
121626,-395
121634,-309
121642,-206
121650,-149
121658,-165
121665,-222
121673,-280
121681,-330
121689,-372
121697,-392
121705,-393
121712,-386
121720,-370
121728,-368
121736,-375
121744,-377
121751,-323
121759,-249
121767,-447
121775,-719
121783,-76
121790,1603
121798,2736
121806,1861
121814,-321
121822,-1723
121830,-1448
121837,-553
121845,-232
121853,-366
121861,-395
121869,-338
121876,-308
121884,-270
121892,-238
121900,-201
121908,-164
121915,-130
121923,-87
121931,-32
121939,29
121947,78
121955,110
121962,143
121970,191
121978,254
121986,314
121994,367
122001,433
122009,507
122017,580
122025,630
122033,665
122040,706
122048,767
122056,810
122064,801
122072,731
122080,599
122087,425
122095,235
122103,47
122111,-117
122119,-250
122126,-329
122134,-369
122142,-384
122150,-404
122158,-416
122165,-413
122173,-407
122181,-407
122189,-393
122197,-361
122205,-333
122212,-331
122220,-337
122228,-331
122236,-321
122244,-322
122251,-335
122259,-337
122267,-336
122275,-345
122283,-359
122290,-361
122298,-348
122306,-345
122314,-363
122322,-371
122330,-353
122337,-325
122345,-319
122353,-331
122361,-332
122369,-314
122376,-301
122384,-318
122392,-332
122400,-257
122408,-124
122415,-28
122423,-29
122431,-106
122439,-185
122447,-240
122455,-279
122462,-303
122470,-303
122478,-291
122486,-282
122494,-273
122501,-264
122509,-251
122517,-190
122525,-111
122533,-298
122540,-583
122548,5
122556,1677
122564,2884
122572,2111
122580,-29
122587,-1437
122595,-1170
122603,-266
122611,50
122619,-101
122626,-128
122634,-38
122642,15
122650,56
122658,93
122665,136
122673,175
122681,199
122689,218
122697,242
122705,282
122712,335
122720,381
122728,415
122736,445
122744,488
122751,540
122759,586
122767,632
122775,681
122783,734
122790,785
122798,848
122806,905
122814,938
122822,936
122830,906
122837,851
122845,739
122853,562
122861,357
122869,165
122876,18
122884,-82
122892,-160
122900,-222
122908,-257
122915,-251
122923,-221
122931,-199
122939,-204
122947,-208
122955,-185
122962,-140
122970,-105
122978,-104
122986,-125
122994,-115
123001,-85
123009,-55
123017,-41
123025,-37
123033,-43
123040,-57
123048,-62
123056,-40
123064,-8
123072,5
123080,-6
123087,-16
123095,-6
123103,15
123111,29
123119,48
123126,63
123134,67
123142,40
123150,14
123158,55
123165,169
123173,275
123181,308
123189,278
123197,240
123205,209
123212,170
123220,124
123228,91
123236,93
123244,94
123251,80
123259,57
123267,41
123275,35
123283,77
123290,146
123298,-16
123306,-328
123314,112
123322,1594
123330,2784
123337,2190
123345,235
123353,-1181
123361,-1034
123369,-198
123376,139
123384,-8
